,time,signals,value
36246,1621155225894,HIALPHA,8545
36247,1621155225894,LOBETA,3194
36248,1621155225894,LOGAMMA,1427
36249,1621155225895,MENTAL_EFFORT,0
36250,1621155225896,RAW,45
36251,1621155225896,RAW,20
36252,1621155225895,APPRECIATION,2
36253,1621155225894,MIDGAMMA,2017
36254,1621155225895,MEDITATION,69
36255,1621155225896,RAW,59
36256,1621155225896,RAW,9
36257,1621155225896,RAW,8
36258,1621155225896,FAMILIARITY,0
36259,1621155225895,ATTENTION,60
36260,1621155225896,RAW,28
36261,1621155225896,RAW,12
36262,1621155225894,HIBETA,3513
36263,1621155225896,RAW,42
36264,1621155225896,RAW,53
36265,1621155225897,RAW,55
36266,1621155225897,RAW,52
36267,1621155225896,RAW,48
36268,1621155225937,RAW,48
36269,1621155225938,RAW,41
36270,1621155225938,RAW,41
36271,1621155225938,RAW,55
36272,1621155225938,RAW,64
36273,1621155225938,RAW,54
36274,1621155225938,RAW,38
36275,1621155225938,RAW,38
36276,1621155225938,PITCH,3
36277,1621155225938,YAW,200
36278,1621155225938,ROLL,113
36279,1621155225938,RAW,43
36280,1621155225943,RAW,49
36281,1621155225949,RAW,35
36282,1621155225949,RAW,38
36283,1621155225949,RAW,65
36284,1621155225949,RAW,58
36285,1621155225949,RAW,51
36286,1621155225949,RAW,52
36287,1621155225949,RAW,20
36288,1621155225949,RAW,36
36289,1621155225949,RAW,56
36290,1621155225949,RAW,49
36291,1621155225949,RAW,55
36292,1621155225949,RAW,51
36293,1621155225948,RAW,53
36294,1621155225983,RAW,44
36295,1621155225983,RAW,49
36296,1621155225983,RAW,37
36297,1621155225983,RAW,37
36298,1621155225983,RAW,27
36299,1621155225983,RAW,51
36300,1621155225983,RAW,56
36301,1621155225983,RAW,39
36302,1621155225982,RAW,24
36303,1621155225986,RAW,55
36304,1621155225983,RAW,28
36305,1621155225986,RAW,58
36306,1621155225985,RAW,54
36307,1621155226022,RAW,53
36308,1621155226023,RAW,38
36309,1621155226023,RAW,38
36310,1621155226023,RAW,53
36311,1621155226023,RAW,57
36312,1621155226023,RAW,52
36313,1621155226023,RAW,40
36314,1621155226023,RAW,42
36315,1621155226023,RAW,42
36316,1621155226023,RAW,56
36317,1621155226023,RAW,41
36318,1621155226023,RAW,37
36319,1621155226027,RAW,49
36320,1621155226028,RAW,51
36321,1621155226028,RAW,55
36322,1621155226028,RAW,50
36323,1621155226028,RAW,48
36324,1621155226028,RAW,59
36325,1621155226028,RAW,77
36326,1621155226028,RAW,81
36327,1621155226028,RAW,84
36328,1621155226028,RAW,44
36329,1621155226028,RAW,75
36330,1621155226028,RAW,25
36331,1621155226028,RAW,34
36332,1621155226043,RAW,73
36333,1621155226044,RAW,42
36334,1621155226043,RAW,51
36335,1621155226044,RAW,41
36336,1621155226044,RAW,26
36337,1621155226044,RAW,24
36338,1621155226044,RAW,12
36339,1621155226044,RAW,24
36340,1621155226044,RAW,29
36341,1621155226044,RAW,12
36342,1621155226044,RAW,36
36343,1621155226044,RAW,38
36344,1621155226062,RAW,33
36345,1621155226062,RAW,22
36346,1621155226062,RAW,27
36347,1621155226062,RAW,24
36348,1621155226063,RAW,12
36349,1621155226063,RAW,21
36350,1621155226063,RAW,19
36351,1621155226063,RAW,12
36352,1621155226063,RAW,10
36353,1621155226062,RAW,23
36354,1621155226063,RAW,17
36355,1621155226063,RAW,3
36356,1621155226081,RAW,0
36357,1621155226081,RAW,3
36358,1621155226081,RAW,-13
36359,1621155226081,RAW,-9
36360,1621155226081,RAW,-8
36361,1621155226081,RAW,-10
36362,1621155226081,RAW,-7
36363,1621155226081,RAW,-6
36364,1621155226082,RAW,0
36365,1621155226082,RAW,-8
36366,1621155226081,RAW,-17
36367,1621155226082,RAW,-10
36368,1621155226081,RAW,0
36369,1621155226138,RAW,12
36370,1621155226138,RAW,55
36371,1621155226138,RAW,39
36372,1621155226138,RAW,23
36373,1621155226138,RAW,35
36374,1621155226138,RAW,17
36375,1621155226138,RAW,53
36376,1621155226139,RAW,12
36377,1621155226139,RAW,11
36378,1621155226139,RAW,19
36379,1621155226139,RAW,26
36380,1621155226139,RAW,32
36381,1621155226154,RAW,29
36382,1621155226154,RAW,32
36383,1621155226154,RAW,33
36384,1621155226154,RAW,26
36385,1621155226154,RAW,52
36386,1621155226154,RAW,28
36387,1621155226154,RAW,42
36388,1621155226154,RAW,38
36389,1621155226154,RAW,42
36390,1621155226155,RAW,32
36391,1621155226154,RAW,36
36392,1621155226154,RAW,51
36393,1621155226174,RAW,49
36394,1621155226175,RAW,29
36395,1621155226175,RAW,45
36396,1621155226175,RAW,25
36397,1621155226175,RAW,53
36398,1621155226175,RAW,60
36399,1621155226175,RAW,56
36400,1621155226175,RAW,66
36401,1621155226175,RAW,64
36402,1621155226175,RAW,48
36403,1621155226175,RAW,56
36404,1621155226175,RAW,35
36405,1621155226175,RAW,37
36406,1621155226193,RAW,40
36407,1621155226193,RAW,52
36408,1621155226193,RAW,51
36409,1621155226194,RAW,33
36410,1621155226194,RAW,58
36411,1621155226194,RAW,68
36412,1621155226194,RAW,71
36413,1621155226194,RAW,72
36414,1621155226194,RAW,44
36415,1621155226194,RAW,72
36416,1621155226194,RAW,67
36417,1621155226193,RAW,36
36418,1621155226230,RAW,44
36419,1621155226230,RAW,36
36420,1621155226230,RAW,26
36421,1621155226230,RAW,24
36422,1621155226230,RAW,53
36423,1621155226231,RAW,49
36424,1621155226231,RAW,57
36425,1621155226231,RAW,38
36426,1621155226230,RAW,43
36427,1621155226231,RAW,40
36428,1621155226230,RAW,58
36429,1621155226230,RAW,42
36430,1621155226230,RAW,35
36431,1621155226247,RAW,54
36432,1621155226248,RAW,34
36433,1621155226248,RAW,34
36434,1621155226248,RAW,12
36435,1621155226248,RAW,25
36436,1621155226248,RAW,26
36437,1621155226248,RAW,16
36438,1621155226248,RAW,32
36439,1621155226248,RAW,33
36440,1621155226247,RAW,41
36441,1621155226248,RAW,38
36442,1621155226248,RAW,26
36443,1621155226248,RAW,16
36444,1621155226268,RAW,52
36445,1621155226268,RAW,52
36446,1621155226268,RAW,42
36447,1621155226269,RAW,33
36448,1621155226269,RAW,55
36449,1621155226269,RAW,60
36450,1621155226269,RAW,58
36451,1621155226269,RAW,60
36452,1621155226268,YAW,190
36453,1621155226268,ROLL,112
36454,1621155226269,RAW,64
36455,1621155226268,PITCH,4
36456,1621155226269,RAW,56
36457,1621155226324,RAW,52
36458,1621155226325,RAW,6
36459,1621155226324,RAW,36
36460,1621155226325,RAW,60
36461,1621155226323,RAW,60
36462,1621155226325,RAW,43
36463,1621155226325,RAW,1
36464,1621155226325,RAW,23
36465,1621155226324,RAW,57
36466,1621155226324,RAW,23
36467,1621155226330,RAW,67
36468,1621155226330,RAW,70
36469,1621155226330,RAW,70
36470,1621155226330,RAW,66
36471,1621155226330,RAW,68
36472,1621155226331,RAW,48
36473,1621155226331,RAW,26
36474,1621155226331,RAW,21
36475,1621155226331,RAW,28
36476,1621155226331,RAW,40
36477,1621155226325,RAW,9
36478,1621155226331,RAW,37
36479,1621155226325,RAW,67
36480,1621155226324,RAW,45
36481,1621155226331,RAW,65
36482,1621155226331,RAW,56
36483,1621155226361,RAW,48
36484,1621155226361,RAW,48
36485,1621155226361,RAW,44
36486,1621155226361,RAW,43
36487,1621155226361,RAW,38
36488,1621155226361,RAW,42
36489,1621155226362,RAW,32
36490,1621155226361,RAW,43
36491,1621155226362,RAW,22
36492,1621155226360,RAW,41
36493,1621155226362,RAW,16
36494,1621155226361,RAW,42
36495,1621155226365,RAW,13
36496,1621155226365,RAW,5
36497,1621155226365,RAW,12
36498,1621155226366,RAW,6
36499,1621155226366,RAW,23
36500,1621155226366,RAW,37
36501,1621155226366,RAW,-1
36502,1621155226366,RAW,59
36503,1621155226366,RAW,49
36504,1621155226365,RAW,11
36505,1621155226366,RAW,70
36506,1621155226366,RAW,56
36507,1621155226381,RAW,72
36508,1621155226381,RAW,71
36509,1621155226381,RAW,73
36510,1621155226381,RAW,66
36511,1621155226381,RAW,49
36512,1621155226381,RAW,39
36513,1621155226381,RAW,48
36514,1621155226381,RAW,59
36515,1621155226381,RAW,55
36516,1621155226382,RAW,59
36517,1621155226382,RAW,55
36518,1621155226381,RAW,60
36519,1621155226397,RAW,48
36520,1621155226397,RAW,51
36521,1621155226397,RAW,57
36522,1621155226699,RAW,40
36523,1621155226699,RAW,44
36524,1621155226699,RAW,40
36525,1621155226699,RAW,34
36526,1621155226699,RAW,26
36527,1621155226699,RAW,25
36528,1621155226699,RAW,61
36529,1621155226699,RAW,44
36530,1621155226699,RAW,34
36531,1621155226755,RAW,32
36532,1621155226755,RAW,39
36533,1621155226755,RAW,53
36534,1621155226755,RAW,58
36535,1621155226755,RAW,44
36536,1621155226755,RAW,35
36537,1621155226755,RAW,33
36538,1621155226755,RAW,40
36539,1621155226756,RAW,43
36540,1621155226756,RAW,48
36541,1621155226755,RAW,34
36542,1621155226755,RAW,37
36543,1621155226756,RAW,44
36544,1621155226761,RAW,41
36545,1621155226761,RAW,37
36546,1621155226761,RAW,32
36547,1621155226761,RAW,26
36548,1621155226761,RAW,24
36549,1621155226761,RAW,23
36550,1621155226761,RAW,36
36551,1621155226761,RAW,43
36552,1621155226761,RAW,50
36553,1621155226761,RAW,28
36554,1621155226761,RAW,34
36555,1621155226760,RAW,50
36556,1621155226791,RAW,48
36557,1621155226791,RAW,44
36558,1621155226792,RAW,45
36559,1621155226792,RAW,54
36560,1621155226792,RAW,71
36561,1621155226792,RAW,45
36562,1621155226792,RAW,48
36563,1621155226792,RAW,44
36564,1621155226792,RAW,43
36565,1621155226792,RAW,55
36566,1621155226792,RAW,41
36567,1621155226792,RAW,71
36568,1621155226791,RAW,44
36569,1621155226812,RAW,38
36570,1621155226812,RAW,33
36571,1621155226812,RAW,24
36572,1621155226812,RAW,41
36573,1621155226812,RAW,32
36574,1621155226812,RAW,56
36575,1621155226813,RAW,68
36576,1621155226813,RAW,70
36577,1621155226813,PITCH,4
36578,1621155226813,ROLL,113
36579,1621155226812,RAW,22
36580,1621155226813,YAW,191
36581,1621155226813,RAW,73
36582,1621155226849,RAW,37
36583,1621155226849,RAW,24
36584,1621155226849,RAW,32
36585,1621155226849,RAW,10
36586,1621155226849,RAW,39
36587,1621155226849,RAW,39
36588,1621155226850,RAW,48
36589,1621155226850,RAW,23
36590,1621155226849,RAW,10
36591,1621155226850,RAW,56
36592,1621155226849,RAW,67
36593,1621155226849,RAW,51
36594,1621155226850,RAW,32
36595,1621155226866,RAW,26
36596,1621155226866,RAW,33
36597,1621155226866,RAW,35
36598,1621155226867,RAW,35
36599,1621155226867,RAW,37
36600,1621155226867,RAW,70
36601,1621155226867,RAW,67
36602,1621155226867,RAW,75
36603,1621155226866,RAW,35
36604,1621155226867,RAW,33
36605,1621155226867,RAW,51
36606,1621155226906,DELTA,10350
36607,1621155226906,LOALPHA,6221
36608,1621155226906,HIALPHA,1924
36609,1621155226906,LOBETA,2211
36610,1621155226906,HIBETA,3339
36611,1621155226906,MIDGAMMA,1083
36612,1621155226907,MEDITATION,67
36613,1621155226907,ATTENTION,60
36614,1621155226906,LOGAMMA,1921
36615,1621155226906,THETA,11641
36616,1621155226907,APPRECIATION,2
36617,1621155226910,MENTAL_EFFORT,0
36618,1621155226910,FAMILIARITY,0
36619,1621155226911,RAW,42
36620,1621155226911,RAW,20
36621,1621155226911,RAW,65
36622,1621155226911,RAW,8
36623,1621155226911,RAW,10
36624,1621155226911,RAW,43
36625,1621155226911,RAW,6
36626,1621155226957,RAW,22
36627,1621155226958,RAW,36
36628,1621155226958,RAW,43
36629,1621155226958,RAW,25
36630,1621155226958,RAW,34
36631,1621155226961,RAW,40
36632,1621155226961,RAW,39
36633,1621155226961,RAW,16
36634,1621155226962,RAW,8
36635,1621155226962,RAW,18
36636,1621155226958,RAW,27
36637,1621155226964,RAW,42
36638,1621155226964,RAW,42
36639,1621155226964,RAW,36
36640,1621155226964,RAW,27
36641,1621155226964,RAW,21
36642,1621155226964,RAW,16
36643,1621155226964,RAW,16
36644,1621155226966,RAW,19
36645,1621155226967,RAW,8
36646,1621155226958,RAW,25
36647,1621155226968,RAW,3
36648,1621155226968,RAW,16
36649,1621155226969,RAW,28
36650,1621155226970,RAW,25
36651,1621155226970,RAW,1
36652,1621155226970,RAW,17
36653,1621155226961,RAW,29
36654,1621155226972,RAW,5
36655,1621155226972,RAW,12
36656,1621155226964,RAW,36
36657,1621155226973,RAW,37
36658,1621155226973,RAW,37
36659,1621155226973,RAW,22
36660,1621155226964,RAW,43
36661,1621155226958,RAW,34
36662,1621155226970,RAW,8
36663,1621155226998,RAW,6
36664,1621155226998,RAW,9
36665,1621155226998,RAW,22
36666,1621155226998,RAW,33
36667,1621155226998,RAW,26
36668,1621155226998,RAW,40
36669,1621155226998,RAW,53
36670,1621155226999,RAW,56
36671,1621155226998,RAW,13
36672,1621155226999,RAW,49
36673,1621155226998,RAW,28
36674,1621155226997,RAW,25
36675,1621155226998,RAW,25
36676,1621155227002,RAW,37
36677,1621155227002,RAW,28
36678,1621155227003,RAW,37
36679,1621155227003,RAW,44
36680,1621155227003,RAW,44
36681,1621155227003,RAW,53
36682,1621155227003,RAW,27
36683,1621155227003,RAW,21
36684,1621155227003,RAW,27
36685,1621155227003,RAW,48
36686,1621155227003,RAW,48
36687,1621155227002,RAW,29
36688,1621155227002,RAW,33
36689,1621155227035,RAW,36
36690,1621155227035,RAW,42
36691,1621155227035,RAW,43
36692,1621155227035,RAW,37
36693,1621155227035,RAW,39
36694,1621155227036,RAW,40
36695,1621155227035,RAW,37
36696,1621155227036,RAW,48
36697,1621155227035,RAW,35
36698,1621155227036,RAW,41
36699,1621155227036,RAW,40
36700,1621155227075,RAW,24
36701,1621155227075,RAW,26
36702,1621155227075,RAW,40
36703,1621155227075,RAW,49
36704,1621155227075,RAW,52
36705,1621155227075,RAW,58
36706,1621155227075,RAW,56
36707,1621155227075,RAW,65
36708,1621155227076,RAW,52
36709,1621155227076,RAW,51
36710,1621155227076,RAW,50
36711,1621155227075,RAW,40
36712,1621155227075,RAW,51
36713,1621155227093,RAW,48
36714,1621155227094,RAW,35
36715,1621155227094,RAW,25
36716,1621155227098,RAW,24
36717,1621155227098,RAW,23
36718,1621155227099,RAW,29
36719,1621155227099,RAW,29
36720,1621155227099,RAW,26
36721,1621155227099,RAW,17
36722,1621155227099,RAW,4
36723,1621155227099,RAW,8
36724,1621155227099,RAW,18
36725,1621155227099,RAW,23
36726,1621155227111,RAW,20
36727,1621155227111,RAW,21
36728,1621155227112,RAW,22
36729,1621155227112,RAW,29
36730,1621155227112,RAW,48
36731,1621155227112,RAW,42
36732,1621155227112,RAW,27
36733,1621155227112,RAW,25
36734,1621155227112,RAW,38
36735,1621155227112,RAW,60
36736,1621155227112,RAW,52
36737,1621155227112,RAW,55
36738,1621155227131,RAW,51
36739,1621155227131,RAW,24
36740,1621155227131,RAW,27
36741,1621155227131,RAW,40
36742,1621155227131,RAW,27
36743,1621155227131,RAW,22
36744,1621155227131,RAW,39
36745,1621155227131,RAW,32
36746,1621155227131,RAW,37
36747,1621155227131,RAW,38
36748,1621155227132,RAW,19
36749,1621155227131,RAW,41
36750,1621155227131,RAW,35
36751,1621155227149,RAW,19
36752,1621155227149,RAW,27
36753,1621155227150,YAW,185
36754,1621155227150,RAW,39
36755,1621155227151,RAW,51
36756,1621155227151,RAW,67
36757,1621155227151,RAW,59
36758,1621155227151,RAW,54
36759,1621155227150,RAW,40
36760,1621155227150,RAW,40
36761,1621155227151,RAW,59
36762,1621155227150,ROLL,113
36763,1621155227150,PITCH,4
36764,1621155227184,RAW,49
36765,1621155227184,RAW,48
36766,1621155227184,RAW,44
36767,1621155227184,RAW,40
36768,1621155227184,RAW,25
36769,1621155227184,RAW,50
36770,1621155227184,RAW,23
36771,1621155227185,RAW,37
36772,1621155227185,RAW,45
36773,1621155227184,RAW,21
36774,1621155227185,RAW,41
36775,1621155227185,RAW,34
36776,1621155227185,RAW,35
36777,1621155227206,RAW,48
36778,1621155227207,RAW,33
36779,1621155227207,RAW,36
36780,1621155227206,RAW,48
36781,1621155227207,RAW,37
36782,1621155227207,RAW,39
36783,1621155227207,RAW,44
36784,1621155227207,RAW,50
36785,1621155227207,RAW,26
36786,1621155227207,RAW,45
36787,1621155227207,RAW,32
36788,1621155227207,RAW,33
36789,1621155227207,RAW,50
36790,1621155227225,RAW,27
36791,1621155227225,RAW,34
36792,1621155227226,RAW,17
36793,1621155227225,RAW,59
36794,1621155227226,RAW,16
36795,1621155227225,RAW,23
36796,1621155227225,RAW,25
36797,1621155227225,RAW,41
36798,1621155227225,RAW,17
36799,1621155227225,RAW,17
36800,1621155227225,RAW,48
36801,1621155227225,RAW,52
36802,1621155227244,RAW,41
36803,1621155227244,RAW,49
36804,1621155227243,RAW,48
36805,1621155227244,RAW,37
36806,1621155227244,RAW,51
36807,1621155227244,RAW,25
36808,1621155227244,RAW,25
36809,1621155227243,RAW,26
36810,1621155227244,RAW,65
36811,1621155227244,RAW,33
36812,1621155227244,RAW,59
36813,1621155227244,RAW,34
36814,1621155227302,RAW,27
36815,1621155227302,RAW,28
36816,1621155227302,RAW,24
36817,1621155227302,RAW,24
36818,1621155227302,RAW,36
36819,1621155227302,RAW,34
36820,1621155227302,RAW,34
36821,1621155227302,RAW,35
36822,1621155227302,RAW,42
36823,1621155227303,RAW,40
36824,1621155227303,RAW,50
36825,1621155227302,RAW,54
36826,1621155227302,RAW,37
36827,1621155227317,RAW,36
36828,1621155227317,RAW,34
36829,1621155227317,RAW,84
36830,1621155227317,RAW,43
36831,1621155227317,RAW,76
36832,1621155227318,RAW,57
36833,1621155227318,RAW,35
36834,1621155227318,RAW,24
36835,1621155227317,RAW,68
36836,1621155227318,RAW,25
36837,1621155227317,RAW,34
36838,1621155227318,RAW,35
36839,1621155227322,RAW,43
36840,1621155227321,RAW,41
36841,1621155227322,RAW,44
36842,1621155227322,RAW,39
36843,1621155227322,RAW,18
36844,1621155227322,RAW,42
36845,1621155227322,RAW,26
36846,1621155227322,RAW,40
36847,1621155227322,RAW,8
36848,1621155227322,RAW,44
36849,1621155227322,RAW,36
36850,1621155227322,RAW,32
36851,1621155227322,RAW,16
36852,1621155227355,RAW,38
36853,1621155227355,RAW,55
36854,1621155227355,RAW,72
36855,1621155227355,RAW,73
36856,1621155227355,RAW,65
36857,1621155227355,RAW,59
36858,1621155227355,RAW,58
36859,1621155227356,RAW,52
36860,1621155227355,RAW,58
36861,1621155227356,RAW,48
36862,1621155227355,RAW,42
36863,1621155227355,RAW,48
36864,1621155227374,RAW,59
36865,1621155227375,RAW,44
36866,1621155227375,RAW,39
36867,1621155227375,RAW,50
36868,1621155227375,RAW,48
36869,1621155227375,RAW,56
36870,1621155227375,RAW,23
36871,1621155227375,RAW,26
36872,1621155227375,RAW,34
36873,1621155227375,RAW,58
36874,1621155227375,RAW,37
36875,1621155227375,RAW,20
36876,1621155227393,RAW,43
36877,1621155227393,RAW,52
36878,1621155227394,RAW,56
36879,1621155227394,RAW,57
36880,1621155227394,RAW,34
36881,1621155227394,RAW,23
36882,1621155227394,RAW,22
36883,1621155227394,RAW,68
36884,1621155227394,RAW,51
36885,1621155227394,RAW,26
36886,1621155227394,RAW,40
36887,1621155227394,RAW,65
36888,1621155227394,RAW,55
36889,1621155227428,RAW,61
36890,1621155227429,RAW,53
36891,1621155227429,RAW,50
36892,1621155227429,RAW,54
36893,1621155227429,RAW,45
36894,1621155227429,RAW,38
36895,1621155227429,RAW,33
36896,1621155227429,RAW,24
36897,1621155227429,RAW,24
36898,1621155227429,RAW,51
36899,1621155227429,RAW,38
36900,1621155227429,RAW,53
36901,1621155227450,RAW,60
36902,1621155227450,RAW,58
36903,1621155227450,RAW,56
36904,1621155227450,RAW,56
36905,1621155227450,RAW,58
36906,1621155227450,RAW,51
36907,1621155227450,RAW,43
36908,1621155227450,RAW,50
36909,1621155227450,RAW,49
36910,1621155227450,RAW,59
36911,1621155227450,RAW,53
36912,1621155227450,RAW,56
36913,1621155227450,RAW,56
36914,1621155227468,RAW,43
36915,1621155227469,RAW,58
36916,1621155227469,RAW,59
36917,1621155227469,RAW,52
36918,1621155227469,RAW,42
36919,1621155227469,RAW,33
36920,1621155227469,RAW,27
36921,1621155227469,RAW,37
36922,1621155227468,RAW,48
36923,1621155227469,RAW,23
36924,1621155227469,RAW,65
36925,1621155227505,PITCH,4
36926,1621155227506,RAW,24
36927,1621155227506,RAW,17
36928,1621155227506,RAW,27
36929,1621155227506,RAW,55
36930,1621155227506,RAW,66
36931,1621155227506,RAW,70
36932,1621155227507,RAW,56
36933,1621155227507,RAW,27
36934,1621155227505,ROLL,113
36935,1621155227506,RAW,50
36936,1621155227505,YAW,194
36937,1621155227506,RAW,41
36938,1621155227507,RAW,39
36939,1621155227507,RAW,25
36940,1621155227540,RAW,27
36941,1621155227540,RAW,39
36942,1621155227540,RAW,38
36943,1621155227541,RAW,24
36944,1621155227541,RAW,28
36945,1621155227541,RAW,28
36946,1621155227541,RAW,35
36947,1621155227541,RAW,27
36948,1621155227540,RAW,23
36949,1621155227540,RAW,26
36950,1621155227541,RAW,9
36951,1621155227549,RAW,7
36952,1621155227549,RAW,25
36953,1621155227549,RAW,29
36954,1621155227549,RAW,9
36955,1621155227550,RAW,1
36956,1621155227550,RAW,6
36957,1621155227550,RAW,10
36958,1621155227540,RAW,19
36959,1621155227550,RAW,16
36960,1621155227549,RAW,-5
36961,1621155227541,RAW,-4
36962,1621155227549,RAW,-1
36963,1621155227550,RAW,13
36964,1621155227549,RAW,23
36965,1621155227563,RAW,-4
36966,1621155227564,RAW,-18
36967,1621155227564,RAW,-35
36968,1621155227564,RAW,-14
36969,1621155227564,RAW,16
36970,1621155227565,RAW,13
36971,1621155227565,RAW,12
36972,1621155227565,RAW,20
36973,1621155227564,RAW,3
36974,1621155227564,RAW,-2
36975,1621155227564,RAW,-34
36976,1621155227564,RAW,22
36977,1621155227564,RAW,1
36978,1621155227599,RAW,25
36979,1621155227600,RAW,-1
36980,1621155227600,RAW,-12
36981,1621155227600,RAW,21
36982,1621155227600,RAW,-2
36983,1621155227600,RAW,21
36984,1621155227600,RAW,43
36985,1621155227600,RAW,33
36986,1621155227600,RAW,55
36987,1621155227600,RAW,21
36988,1621155227600,RAW,53
36989,1621155227600,RAW,-19
36990,1621155227619,RAW,50
36991,1621155227619,RAW,54
36992,1621155227619,RAW,82
36993,1621155227619,RAW,59
36994,1621155227619,RAW,49
36995,1621155227619,RAW,75
36996,1621155227619,RAW,67
36997,1621155227619,RAW,53
36998,1621155227619,RAW,93
36999,1621155227619,RAW,72
37000,1621155227618,RAW,48
37001,1621155227619,RAW,92
37002,1621155227655,RAW,81
37003,1621155227655,RAW,55
37004,1621155227655,RAW,60
37005,1621155227655,RAW,54
37006,1621155227656,RAW,64
37007,1621155227656,RAW,87
37008,1621155227656,RAW,70
37009,1621155227656,RAW,76
37010,1621155227656,RAW,64
37011,1621155227656,RAW,76
37012,1621155227655,RAW,65
37013,1621155227656,RAW,67
37014,1621155227656,RAW,85
37015,1621155227674,RAW,87
37016,1621155227674,RAW,91
37017,1621155227674,RAW,91
37018,1621155227674,RAW,73
37019,1621155227674,RAW,54
37020,1621155227674,RAW,52
37021,1621155227674,RAW,67
37022,1621155227674,RAW,93
37023,1621155227675,RAW,68
37024,1621155227675,RAW,65
37025,1621155227675,RAW,76
37026,1621155227674,RAW,87
37027,1621155227675,RAW,89
37028,1621155227693,RAW,56
37029,1621155227693,RAW,57
37030,1621155227694,RAW,69
37031,1621155227694,RAW,40
37032,1621155227694,RAW,57
37033,1621155227694,RAW,35
37034,1621155227694,RAW,50
37035,1621155227694,RAW,28
37036,1621155227694,RAW,27
37037,1621155227694,RAW,66
37038,1621155227694,RAW,58
37039,1621155227712,RAW,49
37040,1621155227712,RAW,29
37041,1621155227712,RAW,33
37042,1621155227712,RAW,24
37043,1621155227712,RAW,28
37044,1621155227712,RAW,23
37045,1621155227713,RAW,40
37046,1621155227713,RAW,48
37047,1621155227713,RAW,37
37048,1621155227713,RAW,21
37049,1621155227712,RAW,29
37050,1621155227712,RAW,28
37051,1621155227713,RAW,49
37052,1621155227728,RAW,18
37053,1621155227729,RAW,26
37054,1621155227729,RAW,35
37055,1621155227729,RAW,34
37056,1621155228050,PITCH,3
37057,1621155228050,ROLL,112
37058,1621155228050,RAW,21
37059,1621155228050,RAW,24
37060,1621155228050,RAW,22
37061,1621155228050,RAW,21
37062,1621155228051,RAW,17
37063,1621155228051,RAW,24
37064,1621155228049,RAW,37
37065,1621155228050,YAW,194
37066,1621155228050,RAW,12
37067,1621155228051,RAW,16
37068,1621155228087,RAW,12
37069,1621155228087,RAW,12
37070,1621155228087,RAW,27
37071,1621155228087,RAW,38
37072,1621155228087,RAW,49
37073,1621155228087,RAW,42
37074,1621155228087,RAW,36
37075,1621155228087,RAW,35
37076,1621155228087,RAW,34
37077,1621155228087,RAW,22
37078,1621155228087,RAW,44
37079,1621155228086,RAW,23
37080,1621155228087,RAW,27
37081,1621155228093,RAW,19
37082,1621155228093,RAW,25
37083,1621155228093,RAW,49
37084,1621155228093,RAW,49
37085,1621155228093,RAW,34
37086,1621155228093,RAW,45
37087,1621155228094,RAW,32
37088,1621155228093,RAW,58
37089,1621155228093,RAW,49
37090,1621155228093,RAW,61
37091,1621155228094,RAW,12
37092,1621155228094,RAW,24
37093,1621155228125,RAW,54
37094,1621155228125,RAW,42
37095,1621155228125,RAW,32
37096,1621155228125,RAW,26
37097,1621155228125,RAW,25
37098,1621155228125,RAW,67
37099,1621155228125,RAW,54
37100,1621155228125,RAW,53
37101,1621155228125,RAW,68
37102,1621155228125,RAW,34
37103,1621155228124,RAW,53
37104,1621155228125,RAW,70
37105,1621155228125,RAW,54
37106,1621155228143,RAW,69
37107,1621155228143,RAW,56
37108,1621155228143,RAW,49
37109,1621155228144,RAW,43
37110,1621155228144,RAW,44
37111,1621155228144,RAW,32
37112,1621155228144,RAW,20
37113,1621155228144,RAW,29
37114,1621155228144,RAW,19
37115,1621155228144,RAW,42
37116,1621155228144,RAW,40
37117,1621155228144,RAW,19
37118,1621155228162,RAW,17
37119,1621155228162,RAW,40
37120,1621155228162,RAW,71
37121,1621155228162,RAW,80
37122,1621155228163,RAW,76
37123,1621155228162,RAW,56
37124,1621155228163,RAW,72
37125,1621155228163,RAW,82
37126,1621155228163,RAW,73
37127,1621155228162,RAW,23
37128,1621155228163,RAW,71
37129,1621155228163,RAW,77
37130,1621155228237,RAW,64
37131,1621155228237,RAW,60
37132,1621155228237,RAW,55
37133,1621155228237,RAW,40
37134,1621155228238,RAW,39
37135,1621155228238,RAW,25
37136,1621155228238,RAW,21
37137,1621155228238,RAW,21
37138,1621155228238,RAW,33
37139,1621155228238,RAW,37
37140,1621155228238,RAW,42
37141,1621155228238,RAW,37
37142,1621155228238,RAW,35
37143,1621155228254,RAW,24
37144,1621155228254,RAW,-6
37145,1621155228254,RAW,-5
37146,1621155228254,RAW,24
37147,1621155228254,RAW,37
37148,1621155228255,RAW,51
37149,1621155228255,RAW,49
37150,1621155228255,RAW,44
37151,1621155228255,RAW,42
37152,1621155228254,RAW,10
37153,1621155228254,RAW,6
37154,1621155228255,RAW,52
37155,1621155228259,RAW,36
37156,1621155228259,RAW,34
37157,1621155228259,RAW,40
37158,1621155228259,RAW,34
37159,1621155228259,RAW,36
37160,1621155228259,RAW,28
37161,1621155228259,RAW,42
37162,1621155228260,RAW,33
37163,1621155228260,RAW,35
37164,1621155228260,RAW,43
37165,1621155228260,RAW,53
37166,1621155228260,RAW,49
37167,1621155228259,RAW,41
37168,1621155228275,RAW,36
37169,1621155228275,RAW,33
