1621155135497 RAW 77
1621155135498 RAW 92
1621155135499 RAW 86
1621155135499 RAW 67
1621155135502 RAW 26
1621155135500 RAW 67
1621155135502 RAW 39
1621155135501 RAW 35
1621155135504 RAW 74
1621155135505 RAW 84
1621155135506 RAW 58
1621155135507 RAW 69
1621155135500 RAW 66
1621155135501 RAW 53
1621155135510 RAW 55
1621155135511 RAW 64
1621155135507 RAW 58
1621155135513 RAW 65
1621155135514 RAW 50
1621155135515 RAW 35
1621155135516 RAW 23
1621155135516 RAW 16
1621155135517 RAW 26
1621155135518 RAW 55
1621155135518 RAW 54
1621155135520 RAW 37
1621155135521 RAW 41
1621155135519 RAW 44
1621155135526 ROLL 111
1621155135526 PITCH 2
1621155135505 RAW 66
1621155135524 RAW 22
1621155135519 RAW 37
1621155135506 RAW 68
1621155135522 RAW 48
1621155135523 RAW 57
1621155135523 RAW 54
1621155135524 RAW -3
1621155135524 RAW -3
1621155135517 RAW 44
1621155135525 RAW 7
1621155135525 RAW 8
1621155135528 RAW 5
1621155135526 RAW 2
1621155135500 RAW 59
1621155135539 RAW 26
1621155135542 RAW 34
1621155135543 RAW 12
1621155135540 RAW 23
1621155135541 RAW 44
1621155135541 RAW 50
1621155135545 RAW 23
1621155135526 YAW 187
1621155135546 RAW 42
1621155135549 RAW 38
1621155135549 RAW 29
1621155135539 RAW 24
1621155135540 RAW 28
1621155135549 RAW 25
1621155135534 RAW 13
1621155135553 RAW 24
1621155135548 RAW 45
1621155135557 RAW 24
1621155135555 RAW 24
1621155135558 RAW 28
1621155135559 RAW 38
1621155135560 RAW 42
1621155135561 RAW 65
1621155135560 RAW 45
1621155135562 RAW 83
1621155135563 RAW 89
1621155135559 RAW 35
1621155135564 RAW 91
1621155135565 RAW 92
1621155135569 RAW 84
1621155135571 RAW 72
1621155135571 RAW 76
1621155135569 RAW 71
1621155135572 RAW 60
1621155135573 RAW 48
1621155135572 RAW 72
1621155135573 RAW 45
1621155135577 RAW 83
1621155135582 RAW 93
1621155135584 RAW 90
1621155135586 RAW 64
1621155135585 RAW 80
1621155135585 RAW 68
1621155135577 RAW 64
1621155135645 RAW 60
1621155135655 RAW 13
1621155135659 RAW 54
1621155135656 RAW 40
1621155135660 RAW 67
1621155135662 RAW 56
1621155135663 RAW 32
1621155135665 RAW 53
1621155135662 RAW 34
1621155135666 RAW 49
1621155135662 RAW 48
1621155135666 RAW 35
1621155135669 RAW 12
1621155135668 RAW 12
1621155135669 RAW 3
1621155135660 RAW 64
1621155135668 RAW 19
1621155135646 RAW 64
1621155135645 RAW 65
1621155135646 RAW 45
1621155135648 RAW 35
1621155135649 RAW 37
1621155135649 RAW 44
1621155135649 RAW 52
1621155135650 RAW 54
1621155135650 RAW 55
1621155135677 RAW -5
1621155135651 RAW 50
1621155135651 RAW 54
1621155135651 RAW 49
1621155135654 RAW 35
1621155135677 RAW -3
1621155135654 RAW 8
1621155135654 RAW -4
1621155135655 RAW 1
1621155135656 RAW 38
1621155135655 RAW 33
1621155135656 RAW 35
1621155135678 RAW 12
1621155135665 RAW 44
1621155135685 RAW 4
1621155135685 RAW 16
1621155135683 RAW 24
1621155135687 RAW 4
1621155135689 RAW 20
1621155135690 RAW 21
1621155135690 RAW 17
1621155135689 RAW 12
1621155135693 RAW 26
1621155135694 RAW 9
1621155135696 RAW 9
1621155135694 RAW 22
1621155135693 RAW 37
1621155135698 RAW 38
1621155135699 RAW 48
1621155135699 RAW 54
1621155135701 RAW 52
1621155135701 RAW 37
1621155135702 RAW 43
1621155135703 RAW 57
1621155135704 RAW 68
1621155135702 RAW 28
1621155135707 RAW 64
1621155135707 RAW 68
1621155135701 RAW 26
1621155135710 RAW 58
1621155135710 RAW 43
1621155135713 RAW 69
1621155135711 RAW 60
1621155135716 RAW 71
1621155135716 RAW 69
1621155135717 RAW 60
1621155135715 RAW 72
1621155135702 RAW 36
1621155135719 RAW 44
1621155135711 RAW 53
1621155135716 RAW 68
1621155135697 RAW 21
1621155135876 YAW 194
1621155135876 ROLL 113
1621155135877 RAW 40
1621155135878 RAW 39
1621155135876 PITCH 2
1621155135877 RAW 36
1621155135878 RAW 33
1621155135877 RAW 33
1621155135877 RAW 21
1621155135878 RAW 22
1621155135878 RAW 43
1621155135875 RAW 35
1621155135894 RAW 18
1621155135894 RAW 42
1621155135895 RAW 20
1621155135896 RAW 25
1621155135894 RAW 51
1621155135896 RAW 18
1621155135896 RAW 19
1621155135895 RAW 44
1621155135895 RAW 11
1621155135896 RAW 26
1621155135895 RAW 23
1621155135894 RAW 27
1621155135895 RAW 10
1621155135950 RAW 86
1621155135950 RAW 84
1621155135950 RAW 69
1621155135951 RAW 42
1621155135951 RAW 40
1621155135950 RAW 60
1621155135954 RAW 73
1621155135956 RAW 72
1621155135956 RAW 74
1621155135951 RAW 50
1621155135949 RAW 32
1621155135951 RAW 64
1621155135951 RAW 53
1621155135969 RAW 82
1621155135969 RAW 88
1621155135970 RAW 89
1621155135970 RAW 81
1621155135970 RAW 66
1621155135970 RAW 89
1621155135973 RAW 73
1621155135974 RAW 74
1621155135974 RAW 66
1621155135969 RAW 73
1621155135974 RAW 68
1621155135973 RAW 65
1621155135987 RAW 74
1621155135987 RAW 59
1621155135987 RAW 53
1621155135987 RAW 54
1621155135988 RAW 53
1621155135988 RAW 51
1621155135989 RAW 70
1621155135989 RAW 50
1621155135989 RAW 38
1621155135989 RAW 67
1621155135986 RAW 77
1621155135988 RAW 45
1621155136001 RAW 38
1621155136001 RAW 36
1621155136001 RAW 40
1621155136002 RAW 45
1621155136002 RAW 25
1621155136003 RAW 3
1621155136002 RAW -2
1621155136003 RAW 10
1621155136002 RAW 5
1621155136000 RAW 36
1621155136002 RAW -2
1621155136001 RAW 50
1621155136003 RAW 24
1621155136027 RAW 34
1621155136028 RAW 17
1621155136028 RAW 27
1621155136029 RAW 43
1621155136029 RAW 34
1621155136029 RAW 41
1621155136028 RAW 22
1621155136027 RAW 39
1621155136028 RAW 17
1621155136027 RAW 38
1621155136027 RAW 23
1621155136029 RAW 34
1621155136064 RAW 38
1621155136064 RAW 54
1621155136066 RAW 41
1621155136067 RAW 32
1621155136067 RAW 12
1621155136067 RAW 34
1621155136067 RAW 41
1621155136068 RAW 4
1621155136067 RAW 45
1621155136066 RAW 60
1621155136066 RAW 56
1621155136067 RAW 28
1621155136068 RAW 2
1621155136094 RAW 27
1621155136094 RAW 43
1621155136094 RAW 40
1621155136095 RAW 12
1621155136095 RAW 13
1621155136094 RAW 33
1621155136095 RAW 3
1621155136095 RAW -8
1621155136095 RAW 22
1621155136102 RAW 51
1621155136102 RAW 25
1621155136102 RAW 21
1621155136102 RAW 65
1621155136103 RAW -14
1621155136096 RAW 32
1621155136095 RAW -4
1621155136104 RAW -12
1621155136094 RAW 10
1621155136103 RAW -10
1621155136101 RAW 43
1621155136102 RAW 60
1621155136103 RAW 6
1621155136103 RAW 20
1621155136103 RAW 22
1621155136119 RAW -10
1621155136119 RAW 1
1621155136120 RAW 11
1621155136120 RAW 16
1621155136120 RAW 49
1621155136121 RAW 50
1621155136121 RAW 24
1621155136121 RAW 44
1621155136120 RAW 6
1621155136120 RAW 9
1621155136120 RAW 28
1621155136120 RAW 40
1621155136121 RAW 10
1621155136138 RAW 40
1621155136138 RAW 53
1621155136139 RAW 32
1621155136139 RAW 0
1621155136139 RAW 1
1621155136139 RAW 34
1621155136139 RAW 16
1621155136139 RAW 53
1621155136138 RAW 18
1621155136139 RAW 45
1621155136138 RAW 45
1621155136139 RAW 13
1621155136174 RAW 53
1621155136175 RAW 44
1621155136175 RAW 70
1621155136176 RAW 66
1621155136176 RAW 72
1621155136175 RAW 60
1621155136176 RAW 75
1621155136176 RAW 75
1621155136175 RAW 53
1621155136175 RAW 48
1621155136175 RAW 39
1621155136176 RAW 72
1621155136175 RAW 67
1621155136193 RAW 48
1621155136193 RAW 60
1621155136193 RAW 50
1621155136201 DELTA 4574
1621155136201 LOALPHA 5229
1621155136201 HIBETA 3500
1621155136201 MIDGAMMA 1939
1621155136203 ATTENTION 41
1621155136203 MEDITATION 69
1621155136204 APPRECIATION 1
1621155136206 MENTAL_EFFORT 0
1621155136201 LOGAMMA 2321
1621155136206 FAMILIARITY 0
1621155136201 LOBETA 2900
1621155136201 THETA 18008
1621155136201 HIALPHA 7167
1621155136207 RAW 66
1621155136403 PITCH 2
1621155136403 ROLL 113
1621155136403 YAW 188
1621155136408 RAW 44
1621155136408 RAW 39
1621155136408 RAW 42
1621155136408 RAW 44
1621155136409 RAW 43
1621155136409 RAW 39
1621155136408 RAW 38
1621155136407 RAW 57
1621155136413 RAW 37
1621155136414 RAW 39
1621155136418 RAW 43
1621155136418 RAW 48
1621155136419 RAW 50
1621155136420 RAW 50
1621155136421 RAW 52
1621155136421 RAW 58
1621155136418 RAW 27
1621155136422 RAW 56
1621155136423 RAW 43
1621155136423 RAW 34
1621155136423 RAW 38
1621155136423 RAW 50
1621155136423 RAW 55
1621155136414 RAW 42
1621155136417 RAW 29
1621155136426 RAW -1
1621155136427 RAW -3
