,time,value
23820,08:53:14.908000,60
23821,08:53:14.908000,65
23822,08:53:14.910000,60
23823,08:53:14.910000,51
23824,08:53:14.910000,45
23825,08:53:14.910000,44
23826,08:53:14.911000,44
23827,08:53:14.910000,51
23828,08:53:14.908000,57
23829,08:53:14.910000,53
23830,08:53:14.910000,49
23831,08:53:14.918000,45
23832,08:53:14.918000,48
23833,08:53:14.919000,44
23834,08:53:14.919000,43
23835,08:53:14.919000,43
23836,08:53:14.919000,42
23837,08:53:14.919000,39
23838,08:53:14.919000,36
23839,08:53:14.919000,35
23840,08:53:14.919000,35
23841,08:53:14.919000,32
23842,08:53:14.919000,26
23843,08:53:14.919000,45
23844,08:53:14.955000,25
23845,08:53:14.955000,20
23846,08:53:14.955000,41
23847,08:53:14.955000,25
23848,08:53:14.956000,66
23849,08:53:14.956000,59
23850,08:53:14.956000,55
23851,08:53:14.956000,42
23852,08:53:14.956000,50
23853,08:53:14.956000,52
23854,08:53:14.956000,53
23855,08:53:14.956000,53
23856,08:53:14.974000,40
23857,08:53:14.975000,44
23858,08:53:14.975000,48
23859,08:53:14.975000,32
23860,08:53:14.975000,11
23861,08:53:14.975000,12
23862,08:53:14.975000,50
23863,08:53:14.975000,51
23864,08:53:14.975000,44
23878,08:53:14.998000,34
23879,08:53:14.998000,27
23880,08:53:14.999000,-5
23881,08:53:14.999000,-3
23882,08:53:14.999000,-7
23883,08:53:14.999000,-10
23884,08:53:14.999000,-4
23885,08:53:14.999000,-2
23886,08:53:14.998000,20
23887,08:53:15.067000,17
23888,08:53:15.067000,28
23889,08:53:15.067000,-3
23890,08:53:15.069000,5
23891,08:53:15.069000,-11
23892,08:53:15.070000,3
23893,08:53:15.069000,-7
23894,08:53:15.070000,-14
23895,08:53:15.067000,-27
23896,08:53:15.070000,10
23897,08:53:15.072000,-4
23898,08:53:15.069000,-1
23899,08:53:15.070000,-2
23900,08:53:15.073000,-5
23901,08:53:15.073000,27
23902,08:53:15.073000,-25
23903,08:53:15.073000,-25
23904,08:53:15.073000,-42
23905,08:53:15.073000,-25
23906,08:53:15.073000,-50
23907,08:53:15.073000,-24
23908,08:53:15.073000,-39
23909,08:53:15.075000,-45
23910,08:53:15.075000,-18
23911,08:53:15.075000,-30
23912,08:53:15.073000,24
23913,08:53:15.087000,-14
23914,08:53:15.087000,-23
23915,08:53:15.087000,-20
23916,08:53:15.087000,-12
23917,08:53:15.087000,-13
23918,08:53:15.088000,-14
23919,08:53:15.088000,-14
23920,08:53:15.088000,-11
23921,08:53:15.088000,-6
23922,08:53:15.088000,-1
23923,08:53:15.088000,-11
23924,08:53:15.088000,-9
23925,08:53:15.104000,26
23926,08:53:15.104000,9
23929,08:53:15.105000,20
23930,08:53:15.105000,48
23931,08:53:15.106000,42
23932,08:53:15.106000,40
23933,08:53:15.106000,37
23935,08:53:15.104000,33
23936,08:53:15.104000,36
23937,08:53:15.105000,37
23938,08:53:15.106000,38
23939,08:53:15.138000,36
23940,08:53:15.138000,39
23941,08:53:15.138000,58
23942,08:53:15.138000,52
23943,08:53:15.138000,39
23944,08:53:15.140000,64
23945,08:53:15.141000,70
23946,08:53:15.142000,81
23947,08:53:15.142000,87
23948,08:53:15.142000,85
23949,08:53:15.143000,80
23950,08:53:15.144000,80
23951,08:53:15.144000,77
23952,08:53:15.149000,72
23953,08:53:15.150000,91
23954,08:53:15.150000,73
23955,08:53:15.150000,67
23956,08:53:15.152000,86
23957,08:53:15.151000,96
23958,08:53:15.151000,102
23959,08:53:15.153000,72
23960,08:53:15.153000,61
23961,08:53:15.153000,60
23962,08:53:15.153000,86
23963,08:53:15.153000,86
23964,08:53:15.162000,70
23965,08:53:15.165000,100
23966,08:53:15.165000,113
23967,08:53:15.165000,90
23968,08:53:15.166000,71
23969,08:53:15.166000,83
23970,08:53:15.166000,90
23971,08:53:15.166000,93
23972,08:53:15.166000,90
23973,08:53:15.165000,84
23974,08:53:15.165000,72
23975,08:53:15.165000,113
23976,08:53:15.166000,83
23977,08:53:15.200000,74
23978,08:53:15.199000,75
23979,08:53:15.200000,71
23980,08:53:15.200000,89
23981,08:53:15.201000,91
23982,08:53:15.201000,87
23983,08:53:15.201000,74
23984,08:53:15.200000,80
23985,08:53:15.202000,72
23986,08:53:15.201000,69
23987,08:53:15.200000,72
23988,08:53:15.219000,59
23989,08:53:15.219000,80
23990,08:53:15.219000,106
23991,08:53:15.219000,106
23992,08:53:15.219000,96
23993,08:53:15.219000,66
23994,08:53:15.221000,71
23995,08:53:15.221000,71
23996,08:53:15.221000,50
23997,08:53:15.221000,76
23998,08:53:15.221000,74
23999,08:53:15.221000,70
24000,08:53:15.221000,77
24001,08:53:15.254000,17
24002,08:53:15.254000,-13
24003,08:53:15.254000,-34
24004,08:53:15.256000,-40
24005,08:53:15.256000,-39
24006,08:53:15.257000,-33
24007,08:53:15.259000,20
24008,08:53:15.259000,27
24009,08:53:15.259000,13
24010,08:53:15.260000,13
24011,08:53:15.260000,7
24012,08:53:15.258000,-6
24013,08:53:15.259000,17
24014,08:53:15.275000,42
24015,08:53:15.275000,4
24016,08:53:15.275000,-7
24017,08:53:15.276000,-164
24018,08:53:15.276000,-117
24019,08:53:15.277000,-108
24020,08:53:15.277000,44
24021,08:53:15.276000,-10
24022,08:53:15.277000,153
24023,08:53:15.278000,164
24024,08:53:15.276000,-59
24025,08:53:15.275000,40
24026,08:53:15.293000,98
24027,08:53:15.294000,44
24028,08:53:15.294000,60
24029,08:53:15.294000,98
24030,08:53:15.294000,41
24031,08:53:15.294000,3
24032,08:53:15.294000,-18
24033,08:53:15.294000,-56
24034,08:53:15.294000,-138
24035,08:53:15.294000,-97
24036,08:53:15.294000,100
24037,08:53:15.294000,-140
24038,08:53:15.294000,-113
24039,08:53:15.312000,-19
24040,08:53:15.312000,21
24041,08:53:15.312000,-27
24042,08:53:15.312000,-93
24043,08:53:15.312000,2
24044,08:53:15.313000,-17
24045,08:53:15.313000,-53
24046,08:53:15.313000,-65
24047,08:53:15.313000,-21
24048,08:53:15.313000,-44
24049,08:53:15.312000,-98
24050,08:53:15.313000,-14
24051,08:53:15.349000,-37
24052,08:53:15.349000,-62
24053,08:53:15.349000,-81
24054,08:53:15.349000,-140
24055,08:53:15.349000,-149
24056,08:53:15.349000,-105
24057,08:53:15.349000,-43
24058,08:53:15.349000,-26
24059,08:53:15.348000,-20
24060,08:53:15.349000,-85
24061,08:53:15.349000,-20
24062,08:53:15.349000,-97
24063,08:53:15.369000,-29
24064,08:53:15.369000,-40
24065,08:53:15.369000,-53
24066,08:53:15.369000,-60
24067,08:53:15.369000,-55
24068,08:53:15.369000,-38
24069,08:53:15.369000,-50
24070,08:53:15.369000,-74
24071,08:53:15.370000,-140
24072,08:53:15.370000,-108
24073,08:53:15.369000,-124
24074,08:53:15.369000,-34
24075,08:53:15.369000,-155
24076,08:53:15.387000,-85
24077,08:53:15.387000,-84
24078,08:53:15.387000,-21
24079,08:53:15.388000,-18
24080,08:53:15.388000,-75
24081,08:53:15.388000,-163
24082,08:53:15.388000,-183
24083,08:53:15.388000,-124
24084,08:53:15.388000,-113
24085,08:53:15.387000,-69
24086,08:53:15.388000,-148
24087,08:53:15.387000,-90
24088,08:53:15.388000,-116
24089,08:53:15.422000,-145
24090,08:53:15.422000,-193
24091,08:53:15.422000,-232
24092,08:53:15.422000,-238
24093,08:53:15.423000,-247
24095,08:53:15.423000,-296
24096,08:53:15.422000,-230
24099,08:53:15.423000,-238
24100,08:53:15.423000,-267
24101,08:53:15.422000,-220
24102,08:53:15.460000,-314
24103,08:53:15.461000,-260
24104,08:53:15.460000,-314
24105,08:53:15.460000,-334
24106,08:53:15.460000,-326
24107,08:53:15.460000,-332
24108,08:53:15.460000,-295
24109,08:53:15.461000,-214
24110,08:53:15.461000,-245
24111,08:53:15.460000,-318
24112,08:53:15.461000,-150
24113,08:53:15.468000,-93
24114,08:53:15.469000,-59
24115,08:53:15.469000,-61
24116,08:53:15.469000,-61
24117,08:53:15.469000,-36
24118,08:53:15.460000,-341
24119,08:53:15.469000,-12
24120,08:53:15.469000,1
24121,08:53:15.469000,-26
24122,08:53:15.470000,-72
24123,08:53:15.459000,-315
24124,08:53:15.469000,-57
24125,08:53:15.469000,-66
24126,08:53:15.469000,0
24127,08:53:15.498000,-58
24128,08:53:15.498000,0
24129,08:53:15.498000,53
24130,08:53:15.499000,5
24131,08:53:15.499000,48
24132,08:53:15.499000,73
24133,08:53:15.499000,21
24134,08:53:15.499000,54
24135,08:53:15.499000,3
24136,08:53:15.499000,-12
24137,08:53:15.499000,65
24138,08:53:15.499000,-20
24139,08:53:15.498000,-88
24140,08:53:15.519000,21
24141,08:53:15.519000,-81
24142,08:53:15.519000,64
24143,08:53:15.519000,23
24144,08:53:15.519000,-3
24145,08:53:15.519000,-68
24146,08:53:15.519000,52
24147,08:53:15.518000,41
24148,08:53:15.519000,5
24149,08:53:15.519000,0
24150,08:53:15.519000,-10
24151,08:53:15.519000,-11
24152,08:53:15.519000,40
24153,08:53:15.573000,64
24154,08:53:15.574000,72
24155,08:53:15.574000,33
24156,08:53:15.574000,64
24157,08:53:15.574000,66
24158,08:53:15.574000,85
24159,08:53:15.575000,20
24160,08:53:15.575000,-4
24161,08:53:15.575000,-14
24162,08:53:15.574000,50
24163,08:53:15.578000,-37
24164,08:53:15.578000,-39
24165,08:53:15.578000,37
24166,08:53:15.579000,54
24167,08:53:15.578000,60
24168,08:53:15.579000,89
24169,08:53:15.579000,56
24170,08:53:15.579000,66
24171,08:53:15.579000,38
24172,08:53:15.579000,33
24173,08:53:15.579000,75
24174,08:53:15.578000,65
24175,08:53:15.574000,84
24176,08:53:15.578000,-6
24177,08:53:15.593000,76
24178,08:53:15.594000,68
24179,08:53:15.594000,77
24180,08:53:15.594000,42
24181,08:53:15.594000,21
24182,08:53:15.594000,99
24183,08:53:15.594000,10
24184,08:53:15.594000,29
24185,08:53:15.594000,39
24186,08:53:15.594000,98
24187,08:53:15.594000,54
24188,08:53:15.594000,82
24189,08:53:15.594000,34
24190,08:53:15.612000,77
24191,08:53:15.612000,91
24192,08:53:15.612000,41
24193,08:53:15.612000,39
24194,08:53:15.613000,57
24195,08:53:15.613000,75
24196,08:53:15.613000,57
24197,08:53:15.613000,16
24198,08:53:15.613000,-11
24199,08:53:15.612000,68
24200,08:53:15.613000,-10
24201,08:53:15.613000,3
24202,08:53:15.631000,9
24203,08:53:15.631000,10
24204,08:53:15.631000,52
24205,08:53:15.631000,86
24206,08:53:15.631000,100
24207,08:53:15.631000,80
24208,08:53:15.632000,16
24209,08:53:15.631000,27
24210,08:53:15.631000,12
24211,08:53:15.631000,38
24212,08:53:15.632000,33
24213,08:53:15.631000,52
24214,08:53:15.668000,33
24215,08:53:15.668000,59
24216,08:53:15.668000,33
24217,08:53:15.668000,60
24218,08:53:15.668000,-23
24219,08:53:15.668000,38
24220,08:53:15.668000,112
24221,08:53:15.669000,144
24222,08:53:15.669000,120
24223,08:53:15.669000,86
24224,08:53:15.668000,-27
24225,08:53:15.668000,-1
24226,08:53:15.703000,81
24227,08:53:15.703000,101
24228,08:53:15.703000,119
24229,08:53:15.986000,114
24231,08:53:15.987000,121
24232,08:53:15.987000,84
24233,08:53:15.987000,108
24234,08:53:15.988000,125
24235,08:53:15.988000,128
24238,08:53:15.987000,76
24239,08:53:16.024000,82
24240,08:53:16.025000,121
24241,08:53:16.025000,156
24242,08:53:16.025000,147
24243,08:53:16.025000,121
24244,08:53:16.025000,145
24245,08:53:16.025000,135
24246,08:53:16.025000,113
24247,08:53:16.025000,99
24248,08:53:16.025000,117
24249,08:53:16.025000,165
24250,08:53:16.025000,132
24251,08:53:16.025000,99
24252,08:53:16.041000,102
24253,08:53:16.042000,113
24254,08:53:16.042000,120
24255,08:53:16.042000,114
24256,08:53:16.042000,104
24257,08:53:16.042000,96
24258,08:53:16.042000,86
24259,08:53:16.042000,97
24260,08:53:16.042000,90
24261,08:53:16.042000,120
24262,08:53:16.042000,86
24263,08:53:16.042000,90
24264,08:53:16.081000,105
24265,08:53:16.081000,119
24266,08:53:16.081000,120
24267,08:53:16.081000,118
24268,08:53:16.081000,112
24269,08:53:16.082000,96
24270,08:53:16.082000,73
24271,08:53:16.082000,69
24272,08:53:16.082000,45
24273,08:53:16.082000,91
24274,08:53:16.082000,99
24275,08:53:16.081000,118
24276,08:53:16.082000,53
24277,08:53:16.098000,97
24278,08:53:16.099000,87
24279,08:53:16.099000,91
24280,08:53:16.099000,106
24281,08:53:16.099000,125
24282,08:53:16.099000,132
24283,08:53:16.099000,104
24284,08:53:16.099000,83
24285,08:53:16.099000,70
24286,08:53:16.099000,82
24287,08:53:16.099000,120
24288,08:53:16.099000,69
24289,08:53:16.116000,73
24290,08:53:16.116000,71
24291,08:53:16.116000,75
24292,08:53:16.116000,87
24293,08:53:16.116000,97
24294,08:53:16.116000,92
24295,08:53:16.116000,83
24296,08:53:16.116000,68
24297,08:53:16.117000,-1
24298,08:53:16.117000,0
24299,08:53:16.117000,35
24300,08:53:16.116000,101
24301,08:53:16.140000,164
24302,08:53:16.140000,124
24303,08:53:16.140000,182
24304,08:53:16.141000,133
24305,08:53:16.141000,169
24306,08:53:16.141000,106
24307,08:53:16.140000,140
24308,08:53:16.140000,147
24309,08:53:16.140000,119
24310,08:53:16.140000,181
24311,08:53:16.140000,171
24312,08:53:16.140000,156
24313,08:53:16.140000,76
24314,08:53:16.174000,102
24315,08:53:16.175000,130
24316,08:53:16.175000,151
24317,08:53:16.175000,156
24318,08:53:16.175000,123
24319,08:53:16.175000,93
24320,08:53:16.175000,98
24321,08:53:16.174000,100
24322,08:53:16.175000,107
24323,08:53:16.174000,104
24324,08:53:16.175000,100
24325,08:53:16.175000,147
24326,08:53:16.175000,96
24327,08:53:16.191000,99
24328,08:53:16.192000,99
24329,08:53:16.192000,114
24330,08:53:16.192000,129
24331,08:53:16.192000,117
24332,08:53:16.192000,117
24333,08:53:16.192000,117
24334,08:53:16.192000,123
24335,08:53:16.192000,121
24336,08:53:16.192000,101
24337,08:53:16.192000,99
24338,08:53:16.192000,130
24339,08:53:16.266000,121
24340,08:53:16.267000,125
24341,08:53:16.267000,106
24342,08:53:16.267000,105
24343,08:53:16.267000,87
24344,08:53:16.267000,109
24345,08:53:16.267000,101
24346,08:53:16.267000,85
24347,08:53:16.267000,130
24348,08:53:16.267000,122
24349,08:53:16.267000,122
24350,08:53:16.267000,121
24351,08:53:16.305000,117
24352,08:53:16.305000,130
24353,08:53:16.305000,109
24354,08:53:16.305000,96
24355,08:53:16.305000,133
24356,08:53:16.305000,114
24357,08:53:16.305000,137
24358,08:53:16.305000,112
24359,08:53:16.305000,129
24360,08:53:16.304000,120
24361,08:53:16.305000,96
24362,08:53:16.305000,125
24363,08:53:16.324000,100
24364,08:53:16.325000,102
24365,08:53:16.325000,106
24366,08:53:16.325000,125
24367,08:53:16.325000,123
24368,08:53:16.325000,117
24369,08:53:16.325000,129
24370,08:53:16.325000,136
24371,08:53:16.326000,130
24372,08:53:16.326000,141
24373,08:53:16.325000,114
24374,08:53:16.326000,128
24375,08:53:16.325000,132
24376,08:53:16.342000,149
24377,08:53:16.342000,133
24378,08:53:16.342000,102
24379,08:53:16.342000,97
24380,08:53:16.343000,116
24381,08:53:16.343000,122
24382,08:53:16.343000,90
24383,08:53:16.343000,97
24384,08:53:16.343000,100
24385,08:53:16.346000,100
24386,08:53:16.343000,119
24387,08:53:16.346000,93
24388,08:53:16.346000,90
24389,08:53:16.346000,90
24390,08:53:16.346000,99
24391,08:53:16.343000,87
24392,08:53:16.346000,100
24393,08:53:16.343000,108
24394,08:53:16.346000,96
24395,08:53:16.346000,98
24396,08:53:16.347000,90
24398,08:53:16.346000,99
24399,08:53:16.342000,112
24402,08:53:16.378000,90
24403,08:53:16.378000,137
24404,08:53:16.378000,116
24405,08:53:16.379000,88
24406,08:53:16.379000,72
24407,08:53:16.379000,70
24408,08:53:16.379000,73
24409,08:53:16.379000,71
24410,08:53:16.379000,61
24411,08:53:16.379000,54
24412,08:53:16.379000,65
24413,08:53:16.378000,139
24414,08:53:16.379000,77
24415,08:53:16.398000,88
24416,08:53:16.399000,81
24417,08:53:16.399000,112
24418,08:53:16.399000,99
24419,08:53:16.399000,96
24420,08:53:16.402000,91
24421,08:53:16.402000,76
24422,08:53:16.402000,97
24423,08:53:16.399000,106
24424,08:53:16.399000,92
24425,08:53:16.399000,84
24426,08:53:16.399000,76
24427,08:53:16.398000,85
24428,08:53:16.406000,65
24429,08:53:16.406000,55
24430,08:53:16.406000,57
24431,08:53:16.406000,71
24432,08:53:16.406000,83
24433,08:53:16.406000,86
24434,08:53:16.406000,98
24435,08:53:16.406000,77
24436,08:53:16.406000,80
24437,08:53:16.406000,84
24438,08:53:16.406000,90
24439,08:53:16.406000,88
24440,08:53:16.419000,83
24441,08:53:16.419000,90
24442,08:53:16.419000,98
24443,08:53:16.419000,86
24444,08:53:16.419000,74
24445,08:53:16.419000,89
24446,08:53:16.419000,67
24447,08:53:16.420000,82
24448,08:53:16.419000,88
24449,08:53:16.419000,84
24450,08:53:16.420000,106
24451,08:53:16.419000,96
24452,08:53:16.420000,107
24453,08:53:16.436000,73
24454,08:53:16.436000,96
24455,08:53:16.436000,121
24456,08:53:16.436000,51
24457,08:53:16.437000,87
24458,08:53:16.436000,83
24459,08:53:16.437000,88
24460,08:53:16.437000,96
24461,08:53:16.437000,100
24462,08:53:16.437000,56
24463,08:53:16.436000,124
24464,08:53:16.456000,100
24465,08:53:16.456000,119
24466,08:53:16.456000,97
24467,08:53:16.456000,67
24468,08:53:16.456000,80
24469,08:53:16.456000,73
24470,08:53:16.457000,91
24471,08:53:16.457000,83
24472,08:53:16.457000,92
24473,08:53:16.457000,85
24474,08:53:16.456000,120
24475,08:53:16.456000,96
24476,08:53:16.457000,87
24477,08:53:16.475000,103
24478,08:53:16.475000,106
24479,08:53:16.475000,73
24480,08:53:16.475000,88
24481,08:53:16.475000,74
24482,08:53:16.475000,96
24483,08:53:16.475000,85
24484,08:53:16.475000,86
24485,08:53:16.475000,83
24486,08:53:16.475000,103
24487,08:53:16.475000,80
24488,08:53:16.475000,81
24489,08:53:16.475000,91
24490,08:53:16.494000,81
24491,08:53:16.494000,82
24492,08:53:16.494000,80
24493,08:53:16.494000,84
24494,08:53:16.494000,86
24495,08:53:16.494000,59
24496,08:53:16.494000,72
24497,08:53:16.494000,57
24498,08:53:16.494000,59
24499,08:53:16.494000,56
24500,08:53:16.494000,74
24501,08:53:16.494000,85
24502,08:53:16.548000,67
24503,08:53:16.549000,73
24504,08:53:16.549000,59
24505,08:53:16.549000,67
24506,08:53:16.549000,84
24507,08:53:16.550000,67
24508,08:53:16.550000,73
24509,08:53:16.549000,89
24510,08:53:16.549000,82
24511,08:53:16.553000,55
24512,08:53:16.553000,49
24513,08:53:16.553000,45
24514,08:53:16.553000,51
24515,08:53:16.554000,53
24516,08:53:16.554000,48
24517,08:53:16.554000,58
24518,08:53:16.554000,64
24519,08:53:16.554000,57
24520,08:53:16.554000,57
24521,08:53:16.553000,65
24522,08:53:16.554000,57
24523,08:53:16.550000,64
24524,08:53:16.554000,49
24525,08:53:16.549000,69
24526,08:53:16.549000,74
24527,08:53:16.569000,52
24528,08:53:16.569000,49
24529,08:53:16.569000,74
24530,08:53:16.569000,72
24531,08:53:16.570000,60
24532,08:53:16.570000,29
24533,08:53:16.570000,40
24534,08:53:16.570000,35
24535,08:53:16.570000,53
24536,08:53:16.569000,84
24537,08:53:16.570000,51
24538,08:53:16.570000,35
24539,08:53:16.624000,74
24540,08:53:16.624000,76
24541,08:53:16.625000,55
24542,08:53:16.625000,35
24543,08:53:16.625000,59
24544,08:53:16.625000,48
24545,08:53:16.625000,54
24546,08:53:16.625000,43
24547,08:53:16.625000,57
24548,08:53:16.625000,35
24549,08:53:16.625000,38
24550,08:53:16.625000,29
24551,08:53:16.625000,17
24552,08:53:16.641000,18
24553,08:53:16.641000,34
24554,08:53:16.641000,50
24555,08:53:16.641000,71
24556,08:53:16.641000,80
24557,08:53:16.642000,36
24558,08:53:16.642000,59
24559,08:53:16.642000,91
24560,08:53:16.642000,115
24561,08:53:16.642000,98
24562,08:53:16.641000,65
24563,08:53:16.641000,42
24564,08:53:16.646000,70
24565,08:53:16.646000,100
24567,08:53:16.642000,107
24568,08:53:16.647000,129
24569,08:53:16.646000,49
24572,08:53:16.647000,74
24573,08:53:16.647000,20
24574,08:53:16.647000,68
24575,08:53:16.646000,59
24576,08:53:16.647000,48
24577,08:53:16.647000,33
24578,08:53:16.681000,-3
24579,08:53:16.681000,-18
24580,08:53:16.681000,83
24581,08:53:16.682000,45
24582,08:53:16.682000,53
24583,08:53:16.681000,100
24584,08:53:16.682000,48
24585,08:53:16.682000,34
24586,08:53:16.681000,9
24587,08:53:16.682000,34
24588,08:53:16.682000,18
24589,08:53:16.681000,16
24590,08:53:16.681000,67
24591,08:53:16.718000,-8
24592,08:53:16.718000,-27
24593,08:53:16.718000,4
24594,08:53:16.718000,7
24595,08:53:16.719000,-13
24596,08:53:16.719000,-37
24597,08:53:16.719000,-29
24598,08:53:16.719000,-17
24599,08:53:16.718000,-38
24600,08:53:16.722000,-5
24601,08:53:16.722000,0
24602,08:53:16.722000,2
24603,08:53:16.722000,16
24604,08:53:16.722000,24
24605,08:53:16.722000,16
24606,08:53:16.722000,-1
24607,08:53:16.723000,-4
24608,08:53:16.722000,5
24609,08:53:16.718000,-20
24610,08:53:16.723000,-8
24611,08:53:16.723000,-5
24612,08:53:16.718000,0
24613,08:53:16.722000,-1
24614,08:53:16.719000,-28
24615,08:53:16.723000,-6
24616,08:53:16.755000,1
24617,08:53:16.755000,16
24618,08:53:16.755000,27
24619,08:53:16.755000,57
24620,08:53:16.755000,64
24621,08:53:16.755000,67
24622,08:53:16.755000,71
24623,08:53:16.756000,56
24624,08:53:16.755000,42
24625,08:53:16.755000,35
24626,08:53:16.756000,69
24627,08:53:16.755000,65
24628,08:53:16.775000,84
24629,08:53:16.775000,76
24630,08:53:16.775000,96
24631,08:53:16.775000,105
24632,08:53:16.775000,116
24633,08:53:16.775000,114
24634,08:53:16.775000,101
24635,08:53:16.775000,90
24636,08:53:16.775000,91
24637,08:53:16.775000,101
24638,08:53:16.775000,86
24639,08:53:16.775000,76
24640,08:53:16.793000,100
24641,08:53:16.794000,102
24642,08:53:16.794000,92
24643,08:53:16.794000,89
24644,08:53:16.794000,97
24645,08:53:16.794000,121
24646,08:53:16.794000,122
24647,08:53:16.794000,118
24648,08:53:16.794000,118
24649,08:53:16.794000,130
24650,08:53:16.794000,106
24651,08:53:16.794000,133
24652,08:53:16.794000,122
24653,08:53:16.828000,133
24654,08:53:16.829000,120
24655,08:53:16.829000,119
24656,08:53:16.829000,139
24657,08:53:16.829000,131
24658,08:53:16.829000,144
24659,08:53:16.829000,98
24660,08:53:16.829000,101
24661,08:53:16.829000,102
24662,08:53:16.829000,117
24663,08:53:16.829000,134
24664,08:53:16.829000,117
24665,08:53:16.829000,107
24666,08:53:16.867000,98
24667,08:53:16.867000,91
24668,08:53:16.867000,86
24669,08:53:16.867000,52
24670,08:53:16.867000,53
24671,08:53:16.868000,58
24672,08:53:16.868000,72
24673,08:53:16.867000,103
24674,08:53:16.867000,66
24675,08:53:16.867000,81
24676,08:53:16.868000,68
24677,08:53:16.871000,67
24678,08:53:16.872000,54
24679,08:53:16.872000,66
24680,08:53:16.872000,86
24681,08:53:16.872000,89
24682,08:53:16.872000,88
24683,08:53:16.872000,76
24684,08:53:16.872000,60
24685,08:53:16.872000,89
24686,08:53:16.868000,73
24687,08:53:16.872000,43
24688,08:53:16.872000,54
24689,08:53:16.872000,41
24690,08:53:16.887000,52
24691,08:53:16.887000,52
24692,08:53:16.888000,48
24693,08:53:16.887000,52
24694,08:53:16.888000,39
24695,08:53:16.888000,44
24696,08:53:16.888000,35
24697,08:53:16.888000,28
24698,08:53:16.888000,49
24699,08:53:16.887000,51
24700,08:53:16.887000,54
24701,08:53:16.888000,36
24702,08:53:16.924000,23
24703,08:53:16.925000,17
24704,08:53:16.925000,19
24705,08:53:16.925000,23
24706,08:53:16.925000,20
24707,08:53:16.925000,38
24708,08:53:16.925000,28
24709,08:53:16.925000,19
24710,08:53:16.925000,26
24711,08:53:16.925000,21
24712,08:53:16.925000,26
24713,08:53:16.925000,33
24714,08:53:16.925000,39
24715,08:53:16.944000,8
24716,08:53:16.944000,7
24717,08:53:16.944000,8
24718,08:53:16.944000,5
24719,08:53:16.944000,20
24720,08:53:16.944000,3
24721,08:53:16.944000,25
24722,08:53:16.944000,3
24723,08:53:16.944000,9
24724,08:53:16.944000,12
24725,08:53:16.943000,12
24726,08:53:16.944000,-2
24727,08:53:16.944000,-2
24728,08:53:16.962000,18
24729,08:53:16.962000,20
24730,08:53:16.962000,12
24731,08:53:16.962000,13
24732,08:53:16.962000,-8
24733,08:53:16.962000,13
24734,08:53:16.962000,0
24742,08:53:17.004000,-10
24745,08:53:17.005000,12
24748,08:53:17.005000,13
24749,08:53:17.005000,24
24751,08:53:17.005000,19
24752,08:53:17.005000,16
24754,08:53:17.005000,11
24757,08:53:17.005000,11
24759,08:53:17.078000,11
24760,08:53:17.078000,2
24761,08:53:17.078000,7
24762,08:53:17.078000,34
24763,08:53:17.078000,53
24764,08:53:17.081000,44
24765,08:53:17.078000,52
24766,08:53:17.318000,37
24767,08:53:17.318000,6
24768,08:53:17.318000,2
24769,08:53:17.318000,21
24770,08:53:17.318000,18
24771,08:53:17.319000,7
24772,08:53:17.318000,3
24773,08:53:17.318000,12
24774,08:53:17.318000,-6
24775,08:53:17.318000,-4
24776,08:53:17.373000,43
24777,08:53:17.373000,27
24778,08:53:17.373000,1
24779,08:53:17.373000,11
24780,08:53:17.373000,40
24781,08:53:17.373000,41
24782,08:53:17.373000,19
24783,08:53:17.373000,2
24784,08:53:17.373000,28
24785,08:53:17.373000,44
24786,08:53:17.373000,-5
24787,08:53:17.373000,7
24788,08:53:17.410000,-2
24789,08:53:17.410000,16
24790,08:53:17.412000,36
24791,08:53:17.413000,40
24792,08:53:17.413000,39
24793,08:53:17.415000,41
24794,08:53:17.416000,41
24795,08:53:17.417000,37
24796,08:53:17.418000,34
24797,08:53:17.418000,43
24798,08:53:17.418000,54
24799,08:53:17.418000,58
24800,08:53:17.417000,32
24801,08:53:17.431000,9
24802,08:53:17.431000,-1
24803,08:53:17.432000,33
24804,08:53:17.432000,23
24805,08:53:17.432000,33
24806,08:53:17.432000,22
24807,08:53:17.432000,16
24808,08:53:17.432000,32
24809,08:53:17.432000,41
24810,08:53:17.431000,-8
24811,08:53:17.432000,36
24812,08:53:17.432000,21
24813,08:53:17.430000,41
24814,08:53:17.448000,20
24815,08:53:17.448000,3
24816,08:53:17.448000,35
24817,08:53:17.449000,0
24818,08:53:17.449000,23
24819,08:53:17.449000,-3
24820,08:53:17.449000,6
24821,08:53:17.449000,17
24822,08:53:17.448000,3
24823,08:53:17.448000,18
24824,08:53:17.452000,22
24825,08:53:17.452000,16
24826,08:53:17.452000,0
24827,08:53:17.452000,20
24828,08:53:17.452000,11
24829,08:53:17.452000,22
24830,08:53:17.452000,28
24831,08:53:17.452000,26
24832,08:53:17.452000,22
24833,08:53:17.452000,34
24834,08:53:17.451000,21
24835,08:53:17.452000,3
24836,08:53:17.452000,20
24837,08:53:17.448000,34
24838,08:53:17.469000,20
24839,08:53:17.469000,16
24840,08:53:17.469000,28
24841,08:53:17.469000,48
24842,08:53:17.469000,53
24843,08:53:17.469000,44
24844,08:53:17.469000,48
24845,08:53:17.469000,38
24846,08:53:17.469000,58
24847,08:53:17.469000,19
24848,08:53:17.469000,16
24849,08:53:17.470000,68
